1709124507.476734 server started (31581): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1709124507.476760 on Linux 6.6.16-2-MANJARO #1 SMP PREEMPT_DYNAMIC Sat Feb 10 09:40:02 UTC 2024
1709124507.476766 using libevent 2.1.12-stable poll
1709124507.476767 using ncurses 6.4 20230520
1709124507.480121 cmd_parse_build_commands 0:1: -L
1709124507.480122 args_parse_flags: next -L
1709124507.480123 args_parse_flags: -L
1709124507.480124 args_parse: flags end at 2 of 2
1709124507.480125 cmd_parse_build_commands: select-pane -L
1709124507.480126 args_parse_flags: next -N
1709124507.480127 args_parse_flag_argument: -N = Select the pane to the left of the active pane
1709124507.480128 args_parse_flags: next -r
1709124507.480128 args_parse_flags: -r
1709124507.480129 args_parse_flags: next Left
1709124507.480130 args_parse: flags end at 4 of 6
1709124507.480131 args_parse: 4 = Left (type STRING)
1709124507.480132 args_parse: 5 = select-pane -L (type COMMANDS)
1709124507.480135 cmd_parse_build_commands: bind-key -r -N "Select the pane to the left of the active pane" Left { select-pane -L }
1709124507.480137 cmdq_get_command: [bind-key/0x55bdeabe6740] group 506
1709124507.480138 cmdq_append <global>: [bind-key/0x55bdeabe6740]
1709124507.480141 yylex_token: end at WS
1709124507.480141 yylex_token: bind
1709124507.480142 yylex_token: end at WS
1709124507.480143 yylex_token: -N
1709124507.480144 yylex_token: end at WS
1709124507.480145 yylex_token: Select the pane to the right of the active pane
1709124507.480146 yylex_token: end at WS
1709124507.480147 yylex_token: -r
1709124507.480148 yylex_token: end at WS
1709124507.480149 yylex_token: Right
1709124507.480150 yylex_token: end at WS
1709124507.480150 yylex_token: select-pane
1709124507.480151 yylex_token: end at WS
1709124507.480152 yylex_token: -R
1709124507.480153 cmd_parse_build_commands 0:0: bind
1709124507.480154 cmd_parse_build_commands 0:1: -N
1709124507.480155 cmd_parse_build_commands 0:2: Select the pane to the right of the active pane
1709124507.480156 cmd_parse_build_commands 0:3: -r
1709124507.480157 cmd_parse_build_commands 0:4: Right
1709124507.480158 cmd_parse_build_commands 0:5 0:0: select-pane
1709124507.480159 cmd_parse_build_commands 0:5 0:1: -R
1709124507.480160 cmd_parse_build_commands 0:0: select-pane
1709124507.480161 cmd_parse_build_commands 0:1: -R
1709124507.480162 args_parse_flags: next -R
1709124507.480163 args_parse_flags: -R
1709124507.480164 args_parse: flags end at 2 of 2
1709124507.480165 cmd_parse_build_commands: select-pane -R
1709124507.480166 args_parse_flags: next -N
1709124507.480167 args_parse_flag_argument: -N = Select the pane to the right of the active pane
1709124507.480168 args_parse_flags: next -r
1709124507.480168 args_parse_flags: -r
1709124507.480169 args_parse_flags: next Right
1709124507.480170 args_parse: flags end at 4 of 6
1709124507.480171 args_parse: 4 = Right (type STRING)
1709124507.480172 args_parse: 5 = select-pane -R (type COMMANDS)
1709124507.480175 cmd_parse_build_commands: bind-key -r -N "Select the pane to the right of the active pane" Right { select-pane -R }
1709124507.480176 cmdq_get_command: [bind-key/0x55bdeabe6e30] group 514
1709124507.480177 cmdq_append <global>: [bind-key/0x55bdeabe6e30]
1709124507.480179 yylex_token: end at WS
1709124507.480180 yylex_token: bind
1709124507.480181 yylex_token: end at WS
1709124507.480181 yylex_token: -N
1709124507.480183 yylex_token: end at WS
1709124507.480183 yylex_token: Set the even-horizontal layout
1709124507.480184 yylex_token: end at WS
1709124507.480185 yylex_token: M-1
1709124507.480186 yylex_token: end at WS
1709124507.480187 yylex_token: select-layout
1709124507.480188 yylex_token: end at WS
1709124507.480189 yylex_token: even-horizontal
1709124507.480190 cmd_parse_build_commands 0:0: bind
1709124507.480191 cmd_parse_build_commands 0:1: -N
1709124507.480192 cmd_parse_build_commands 0:2: Set the even-horizontal layout
1709124507.480277 cmd_parse_build_commands 0:3: M-1
1709124507.480278 cmd_parse_build_commands 0:4 0:0: select-layout
1709124507.480279 cmd_parse_build_commands 0:4 0:1: even-horizontal
1709124507.480280 cmd_parse_build_commands 0:0: select-layout
1709124507.480281 cmd_parse_build_commands 0:1: even-horizontal
1709124507.480283 args_parse_flags: next even-horizontal
1709124507.480284 args_parse: flags end at 1 of 2
1709124507.480285 args_parse: 1 = even-horizontal (type STRING)
1709124507.480287 cmd_parse_build_commands: select-layout even-horizontal
1709124507.480288 args_parse_flags: next -N
1709124507.480289 args_parse_flag_argument: -N = Set the even-horizontal layout
1709124507.480289 args_parse_flags: next M-1
1709124507.480290 args_parse: flags end at 3 of 5
1709124507.480291 args_parse: 3 = M-1 (type STRING)
1709124507.480293 args_parse: 4 = select-layout even-horizontal (type COMMANDS)
1709124507.480296 cmd_parse_build_commands: bind-key -N "Set the even-horizontal layout" M-1 { select-layout even-horizontal }
1709124507.480298 cmdq_get_command: [bind-key/0x55bdeabe7400] group 522
1709124507.480299 cmdq_append <global>: [bind-key/0x55bdeabe7400]
1709124507.480302 yylex_token: end at WS
1709124507.480303 yylex_token: bind
1709124507.480304 yylex_token: end at WS
1709124507.480304 yylex_token: -N
1709124507.480306 yylex_token: end at WS
1709124507.480306 yylex_token: Set the even-vertical layout
1709124507.480307 yylex_token: end at WS
1709124507.480308 yylex_token: M-2
1709124507.480309 yylex_token: end at WS
1709124507.480310 yylex_token: select-layout
1709124507.480311 yylex_token: end at WS
1709124507.480312 yylex_token: even-vertical
1709124507.480313 cmd_parse_build_commands 0:0: bind
1709124507.480314 cmd_parse_build_commands 0:1: -N
1709124507.480315 cmd_parse_build_commands 0:2: Set the even-vertical layout
1709124507.480315 cmd_parse_build_commands 0:3: M-2
1709124507.480316 cmd_parse_build_commands 0:4 0:0: select-layout
1709124507.480317 cmd_parse_build_commands 0:4 0:1: even-vertical
1709124507.480319 cmd_parse_build_commands 0:0: select-layout
1709124507.480319 cmd_parse_build_commands 0:1: even-vertical
1709124507.480321 args_parse_flags: next even-vertical
1709124507.480322 args_parse: flags end at 1 of 2
1709124507.480323 args_parse: 1 = even-vertical (type STRING)
1709124507.480325 cmd_parse_build_commands: select-layout even-vertical
1709124507.480326 args_parse_flags: next -N
1709124507.480327 args_parse_flag_argument: -N = Set the even-vertical layout
1709124507.480327 args_parse_flags: next M-2
1709124507.480328 args_parse: flags end at 3 of 5
1709124507.480329 args_parse: 3 = M-2 (type STRING)
1709124507.480331 args_parse: 4 = select-layout even-vertical (type COMMANDS)
1709124507.480334 cmd_parse_build_commands: bind-key -N "Set the even-vertical layout" M-2 { select-layout even-vertical }
1709124507.480335 cmdq_get_command: [bind-key/0x55bdeabe79e0] group 530
1709124507.480336 cmdq_append <global>: [bind-key/0x55bdeabe79e0]
1709124507.480337 yylex_token: end at WS
1709124507.480338 yylex_token: bind
1709124507.480339 yylex_token: end at WS
1709124507.480340 yylex_token: -N
1709124507.480341 yylex_token: end at WS
1709124507.480342 yylex_token: Set the main-horizontal layout
1709124507.480343 yylex_token: end at WS
1709124507.480343 yylex_token: M-3
1709124507.480344 yylex_token: end at WS
1709124507.480345 yylex_token: select-layout
1709124507.480346 yylex_token: end at WS
1709124507.480347 yylex_token: main-horizontal
1709124507.480348 cmd_parse_build_commands 0:0: bind
1709124507.480349 cmd_parse_build_commands 0:1: -N
1709124507.480350 cmd_parse_build_commands 0:2: Set the main-horizontal layout
1709124507.480351 cmd_parse_build_commands 0:3: M-3
1709124507.480352 cmd_parse_build_commands 0:4 0:0: select-layout
1709124507.480353 cmd_parse_build_commands 0:4 0:1: main-horizontal
1709124507.480354 cmd_parse_build_commands 0:0: select-layout
1709124507.480355 cmd_parse_build_commands 0:1: main-horizontal
1709124507.480356 args_parse_flags: next main-horizontal
1709124507.480358 args_parse: flags end at 1 of 2
1709124507.480359 args_parse: 1 = main-horizontal (type STRING)
1709124507.480361 cmd_parse_build_commands: select-layout main-horizontal
1709124507.480362 args_parse_flags: next -N
1709124507.480363 args_parse_flag_argument: -N = Set the main-horizontal layout
1709124507.480364 args_parse_flags: next M-3
1709124507.480364 args_parse: flags end at 3 of 5
1709124507.480365 args_parse: 3 = M-3 (type STRING)
1709124507.480367 args_parse: 4 = select-layout main-horizontal (type COMMANDS)
1709124507.480370 cmd_parse_build_commands: bind-key -N "Set the main-horizontal layout" M-3 { select-layout main-horizontal }
1709124507.480371 cmdq_get_command: [bind-key/0x55bdeabe7fb0] group 538
1709124507.480372 cmdq_append <global>: [bind-key/0x55bdeabe7fb0]
1709124507.480373 yylex_token: end at WS
1709124507.480374 yylex_token: bind
1709124507.480375 yylex_token: end at WS
1709124507.480376 yylex_token: -N
1709124507.480377 yylex_token: end at WS
1709124507.480378 yylex_token: Set the main-vertical layout
1709124507.480378 yylex_token: end at WS
1709124507.480379 yylex_token: M-4
1709124507.480380 yylex_token: end at WS
1709124507.480381 yylex_token: select-layout
1709124507.480382 yylex_token: end at WS
1709124507.480383 yylex_token: main-vertical
1709124507.480384 cmd_parse_build_commands 0:0: bind
1709124507.480385 cmd_parse_build_commands 0:1: -N
1709124507.480386 cmd_parse_build_commands 0:2: Set the main-vertical layout
1709124507.480386 cmd_parse_build_commands 0:3: M-4
1709124507.480387 cmd_parse_build_commands 0:4 0:0: select-layout
1709124507.480388 cmd_parse_build_commands 0:4 0:1: main-vertical
1709124507.480389 cmd_parse_build_commands 0:0: select-layout
1709124507.480390 cmd_parse_build_commands 0:1: main-vertical
1709124507.480392 args_parse_flags: next main-vertical
1709124507.480393 args_parse: flags end at 1 of 2
1709124507.480394 args_parse: 1 = main-vertical (type STRING)
1709124507.480396 cmd_parse_build_commands: select-layout main-vertical
1709124507.480396 args_parse_flags: next -N
1709124507.480397 args_parse_flag_argument: -N = Set the main-vertical layout
1709124507.480398 args_parse_flags: next M-4
1709124507.480399 args_parse: flags end at 3 of 5
1709124507.480400 args_parse: 3 = M-4 (type STRING)
1709124507.480401 args_parse: 4 = select-layout main-vertical (type COMMANDS)
1709124507.480404 cmd_parse_build_commands: bind-key -N "Set the main-vertical layout" M-4 { select-layout main-vertical }
1709124507.480405 cmdq_get_command: [bind-key/0x55bdeabe8500] group 546
1709124507.480406 cmdq_append <global>: [bind-key/0x55bdeabe8500]
1709124507.480409 yylex_token: end at WS
1709124507.480410 yylex_token: bind
1709124507.480411 yylex_token: end at WS
1709124507.480411 yylex_token: -N
1709124507.480413 yylex_token: end at WS
1709124507.480413 yylex_token: Select the tiled layout
1709124507.480414 yylex_token: end at WS
1709124507.480415 yylex_token: M-5
1709124507.480416 yylex_token: end at WS
1709124507.480417 yylex_token: select-layout
1709124507.480418 yylex_token: end at WS
1709124507.480418 yylex_token: tiled
1709124507.480419 cmd_parse_build_commands 0:0: bind
1709124507.480420 cmd_parse_build_commands 0:1: -N
1709124507.480421 cmd_parse_build_commands 0:2: Select the tiled layout
1709124507.480422 cmd_parse_build_commands 0:3: M-5
1709124507.480423 cmd_parse_build_commands 0:4 0:0: select-layout
1709124507.480424 cmd_parse_build_commands 0:4 0:1: tiled
1709124507.480425 cmd_parse_build_commands 0:0: select-layout
1709124507.480426 cmd_parse_build_commands 0:1: tiled
1709124507.480428 args_parse_flags: next tiled
1709124507.480429 args_parse: flags end at 1 of 2
1709124507.480430 args_parse: 1 = tiled (type STRING)
1709124507.480431 cmd_parse_build_commands: select-layout tiled
1709124507.480432 args_parse_flags: next -N
1709124507.480433 args_parse_flag_argument: -N = Select the tiled layout
1709124507.480434 args_parse_flags: next M-5
1709124507.480435 args_parse: flags end at 3 of 5
1709124507.480435 args_parse: 3 = M-5 (type STRING)
1709124507.480440 args_parse: 4 = select-layout tiled (type COMMANDS)
1709124507.480443 cmd_parse_build_commands: bind-key -N "Select the tiled layout" M-5 { select-layout tiled }
1709124507.480444 cmdq_get_command: [bind-key/0x55bdeabe8a20] group 554
1709124507.480445 cmdq_append <global>: [bind-key/0x55bdeabe8a20]
1709124507.480447 yylex_token: end at WS
1709124507.480447 yylex_token: bind
1709124507.480448 yylex_token: end at WS
1709124507.480449 yylex_token: -N
1709124507.480450 yylex_token: end at WS
1709124507.480451 yylex_token: Select the next window with an alert
1709124507.480452 yylex_token: end at WS
1709124507.480453 yylex_token: M-n
1709124507.480454 yylex_token: end at WS
1709124507.480455 yylex_token: next-window
1709124507.480456 yylex_token: end at WS
1709124507.480456 yylex_token: -a
1709124507.480458 cmd_parse_build_commands 0:0: bind
1709124507.480459 cmd_parse_build_commands 0:1: -N
1709124507.480460 cmd_parse_build_commands 0:2: Select the next window with an alert
1709124507.480461 cmd_parse_build_commands 0:3: M-n
1709124507.480462 cmd_parse_build_commands 0:4 0:0: next-window
1709124507.480463 cmd_parse_build_commands 0:4 0:1: -a
1709124507.480464 cmd_parse_build_commands 0:0: next-window
1709124507.480465 cmd_parse_build_commands 0:1: -a
1709124507.480466 args_parse_flags: next -a
1709124507.480467 args_parse_flags: -a
1709124507.480468 args_parse: flags end at 2 of 2
1709124507.480469 cmd_parse_build_commands: next-window -a
1709124507.480470 args_parse_flags: next -N
1709124507.480471 args_parse_flag_argument: -N = Select the next window with an alert
1709124507.480472 args_parse_flags: next M-n
1709124507.480473 args_parse: flags end at 3 of 5
1709124507.480474 args_parse: 3 = M-n (type STRING)
1709124507.480475 args_parse: 4 = next-window -a (type COMMANDS)
1709124507.480478 cmd_parse_build_commands: bind-key -N "Select the next window with an alert" M-n { next-window -a }
1709124507.480479 cmdq_get_command: [bind-key/0x55bdeabe8e10] group 562
1709124507.480480 cmdq_append <global>: [bind-key/0x55bdeabe8e10]
1709124507.480482 yylex_token: end at WS
1709124507.480483 yylex_token: bind
1709124507.480483 yylex_token: end at WS
1709124507.480484 yylex_token: -N
1709124507.480486 yylex_token: end at WS
1709124507.480487 yylex_token: Rotate through the panes in reverse
1709124507.480487 yylex_token: end at WS
1709124507.480488 yylex_token: M-o
1709124507.480489 yylex_token: end at WS
1709124507.480490 yylex_token: rotate-window
1709124507.480491 yylex_token: end at WS
1709124507.480492 yylex_token: -D
1709124507.480493 cmd_parse_build_commands 0:0: bind
1709124507.480494 cmd_parse_build_commands 0:1: -N
1709124507.480495 cmd_parse_build_commands 0:2: Rotate through the panes in reverse
1709124507.480496 cmd_parse_build_commands 0:3: M-o
1709124507.480497 cmd_parse_build_commands 0:4 0:0: rotate-window
1709124507.480497 cmd_parse_build_commands 0:4 0:1: -D
1709124507.480499 cmd_parse_build_commands 0:0: rotate-window
1709124507.480500 cmd_parse_build_commands 0:1: -D
1709124507.480501 args_parse_flags: next -D
1709124507.480502 args_parse_flags: -D
1709124507.480503 args_parse: flags end at 2 of 2
1709124507.480504 cmd_parse_build_commands: rotate-window -D
1709124507.480505 args_parse_flags: next -N
1709124507.480506 args_parse_flag_argument: -N = Rotate through the panes in reverse
1709124507.480507 args_parse_flags: next M-o
1709124507.480508 args_parse: flags end at 3 of 5
1709124507.480509 args_parse: 3 = M-o (type STRING)
1709124507.480510 args_parse: 4 = rotate-window -D (type COMMANDS)
1709124507.480513 cmd_parse_build_commands: bind-key -N "Rotate through the panes in reverse" M-o { rotate-window -D }
1709124507.480514 cmdq_get_command: [bind-key/0x55bdeabe9360] group 570
1709124507.480515 cmdq_append <global>: [bind-key/0x55bdeabe9360]
1709124507.480519 yylex_token: end at WS
1709124507.480519 yylex_token: bind
1709124507.480520 yylex_token: end at WS
1709124507.480521 yylex_token: -N
1709124507.480523 yylex_token: end at WS
1709124507.480523 yylex_token: Select the previous window with an alert
1709124507.480526 yylex_token: end at WS
1709124507.480527 yylex_token: M-p
1709124507.480528 yylex_token: end at WS
1709124507.480529 yylex_token: previous-window
1709124507.480529 yylex_token: end at WS
1709124507.480530 yylex_token: -a
1709124507.480531 cmd_parse_build_commands 0:0: bind
1709124507.480532 cmd_parse_build_commands 0:1: -N
1709124507.480533 cmd_parse_build_commands 0:2: Select the previous window with an alert
1709124507.480534 cmd_parse_build_commands 0:3: M-p
1709124507.480535 cmd_parse_build_commands 0:4 0:0: previous-window
